"FIGI","ISIN","CUSIP","SEDOL","TICKER","COUNTRY_CD","SECURITY_DESCRIPTION","PRICE","CURRENCY_CD"
BBG0000772J1,US743263AG09,"743263AG0","2812623",DUK/31A,US,PROGRESS ENERGY INC 7% SNR 30/10/2031,114.12949,USD
BBG0000NQ8D8,US743263AP08,"743263AP0",B3R2N66,DUK/39,US,PROGRESS ENERGY INC 6% SNR 01/12/2039,104.28061,USD
BBG00006QHH1,US880451AV10,"880451AV1","2298278",KMI/28,US,TENNESSEE GAS PIPELINE CO 7% DEB 15/10/2028,110.1653,USD
BBG0000FRLK7,US887317AH82,"887317AH8",B3WWGW8,TWX40,US,WARNER MEDIA LLC 6.1% DEB 15/07/2040,92.372,USD
BBG00005R775,US8935268Z94,"8935268Z9",B3KV7R9,TRP39,US,TRANSCANADA PIPELINES LTD 7.625% SNR 15/01/39,117.45156,USD
BBG00002HMW2,US893830AF64,"893830AF6","2780775",RIG31,US,TRANSOCEAN INTERNATIONAL LTD 7.5% SNR 15/04/2031,91.92583,USD
BBG00000W4J4,US893830AT68,"893830AT6",B29V1L5,RIG38,US,TRANSOCEAN INTERNATIONAL LTD 6.8% SNR 15/03/2038,77.28531,USD
BBG0000HS7Z7,US171232AQ41,"171232AQ4",B1XD1V0,CB/37,US,CHUBB INA HOLDINGS INC 6% SNR 11/05/2037,109.12372,USD
BBG0000LJMK1,US7591EPAE09,"7591EPAE0",B29VJL1,RF37A,US,REGIONS FINANCIAL CORP 7.375% SUB 10/12/37,114.19438,USD
BBG00005W2S7,US362320BA04,"362320BA0","2239965",VZ/28F,US,VERIZON COMMUNICATIONS 6.94% DEB 15/04/28,108.95228,USD
BBG000031RZ3,US427056AU02,"427056AU0",B06F2S0,ASH/29,US,HERCULES INC 6.5% DEB 30/06/2029,101.83749,USD
BBG0000RRK14,US101137AL15,"101137AL1",B52PWD4,BSX40,US,BOSTON SCIENTIFIC CORP 7.375% SNR 15/01/2040 USD,122.30029,USD
BBG0000WSGN7,US15135UAF66,"15135UAF6",B43X0M5,CVE39,US,CENOVUS ENERGY INC 6.75% SNR 15/11/39,110.46885,USD
BBG0000KS5F6,US15189WAD20,"15189WAD2",B28SHQ4,CNP/37A,US,CENTERPOINT ENERGY RESOURCES CORP 6.625% SNR 01/11/37,111.14006,USD
BBG001VKCT10,US25179MAL72,"25179MAL7",B3Q7W10,DVN41,US,DEVON ENERGY CORP 5.6% SNR 15/07/2041 USD,94.33349,USD
BBG0000GP363,US29250RAP10,"29250RAP1",B3D20S1,EEP38,US,ENBRIDGE ENERGY PARTNERS LP 7.5% GTD SNR 15/04/2038 USD,117.81858,USD
BBG001P7RQV3,US126650BX71,"126650BX7",B4M3VF6,CVS41,US,CVS HEALTH CORPORATION 5.75% SNR 15/05/41,94.98855,USD
BBG0014F8SR0,US59156RAY45,"59156RAY4",B4Z51H1,MET41,US,METLIFE INC 5.875% SNR 06/02/2041 USD,104.34869,USD
BBG000078H16,US574599AT32,"574599AT3","2486073",MAS29,US,MASCO CORP 7.75% SNR 01/08/2029 USD,112.15639,USD
BBG00008B2V0,US760759AK65,"760759AK6",B53WC78,RSG40,US,REPUBLIC SERVICES INC 6.2% GTD SNR 01/03/2040 USD,108.2515,USD
BBG0000RH5Z1,US775109AL51,"775109AL5",B3CDXJ7,RCI38,US,ROGERS COMMUNICATIONS INC 7.5% GTD SNR 15/08/2038 USD,115.37536,USD
BBG00186SZK5,US89417EAH27,"89417EAH2",B5MHZ97,TRV/40,US,TRAVELERS COMPANIES INC 5.35% SNR 01/11/40,100.81407,USD
BBG000068042,US902917AH67,"902917AH6","2273930",WM/28,US,WASTE MANAGEMENT INC 7% GTD SNR 15/07/28,108.62944,USD
BBG001K1C3N7,US494550BH82,"494550BH8",B64Q0M7,KMP41,US,KINDER MORGAN ENERGY PARTNERS 6.375% SNR 01/03/2041 USD,103.19877,USD
BBG00004C9J7,US54866NBJ72,"54866NBJ7",B02N4W6,LOW37,US,LOWE'S COMPANIES INC 7.11% SNR MTN 15/05/37 USD,112.45818,USD
BBG00007C0F3,US594457BT97,"594457BT9","2406725",DTE/33,US,DTE GAS CO IAM COML PAPER 3/A3 5.7% SNR SEC 15/03/2033 USD,103.48494,USD
BBG000044WK3,US63858SBC26,"63858SBC2",BGGG8L0,BAC/37,US,BANK OF AMERICA CORPORATION 6.975% SUB MTN 07/03/37 USD,111.63469,USD
BBG0000CQRZ6,US665772CC18,"665772CC1",B1Z4JL7,XEL/37A,US,NORTHERN STATES POWER CO 6.2% 1MTG 01/07/37,110.16866,USD
BBG0000C28Q4,US693304AH06,"693304AH0",B1FJJF6,EXC/36A,US,PECO ENERGY CO 5.95% 1MTG 01/10/36,109.71536,USD
BBG0000BLTZ9,US693627AY70,"693627AY7",B0MT6P1,DUK/35,US,DUKE ENERGY IND LLC 6.12% DEB 15/10/35,109.23196,USD
BBG0000C20C6,US74432QAQ82,"74432QAQ8",B1L6KD6,PRU36A,US,PRUDENTIAL FINANCIAL INC 5.7% SNR MTN 14/12/2036 USD,105.62488,USD
BBG00004MXL0,US459200AR21,"459200AR2","2271116",IBM27,US,INTERNATIONAL BUS MACH CORP 6.22% DEB 01/08/27,105.01483,USD
BBG000058CQ4,US580135BY65,"580135BY6","2207155",MCD28,US,MCDONALD'S CORPORATION 6.375% DEB 08/01/28,105.36667,USD
BBG00000BHR9,US92343VAF13,"92343VAF1",B1VVZP8,VZ37,US,VERIZON COMMUNICATIONS 6.25% SNR 01/04/37,107.96292,USD
BBG0000B3J36,US020002AS04,"020002AS0",B08B1V2,ALL35,US,ALLSTATE CORP 5.55% SNR 09/05/35,104.52405,USD
BBG0017BYGN7,US755111BU40,"755111BU4",B4QLFC1,RTN40,US,RTX CORPORATION 4.875% SNR 15/10/40,95.56529,USD
BBG00000B7G3,US797440BJ23,"797440BJ2",B27ZL53,SRE/37,US,SAN DIEGO GAS & ELECTRIC CO 6.125% 1MTG 15/09/2037 USD,103.46118,USD
BBG00007T5Q2,US797440BK95,"797440BK9",B4MDCW0,SRE/39,US,SAN DIEGO GAS & ELECTRIC CO 6% 1MTG 01/06/2039 USD'GGG',106.44528,USD
BBG0000NBQY1,US931142CM31,"931142CM3",B2QVLK7,WMT38,US,WALMART INC 6.2% SNR 15/04/2038,113.89722,USD
BBG00004HFB6,US94874RAU05,"94874RAU0",BJFCV77,WRI27A,US,KIMCO REALTY CORP 6.88% SNR MTN 25/06/27 USD,103.75497,USD
BBG0014TZPN0,US037411AW56,"037411AW5",B58CQJ3,APA40,US,APA CORPORATION 5.1% SNR 01/09/2040,87.0136,USD
BBG0000KCJ27,US060505DL55,"060505DL5",B24FY02,BAC37K,US,BANK OF AMERICA CORPORATION 6.5% SUB 15/09/2037,107.60295,USD
BBG00000JFQ6,US136385AP65,"136385AP6",B2NNGB2,CNQ39,US,CANADIAN NATURAL RESOURCES LTD 6.75% SNR 01/02/39,108.8917,USD
BBG0000C2740,US263901AB68,"263901AB6",B4NTXW4,DUK/39A,US,DUKE ENERGY IND LLC 6.45% 1MTG 01/04/39,112.40609,USD
BBG00006V2C3,US023551AF16,"023551AF1","2517638",HES/29,US,HESS CORPORATION 7.875% SNR 01/10/29,115.18875,USD
BBG000076T58,US023551AJ38,"023551AJ3","2791205",HES/31,US,HESS CORPORATION 7.3% SNR 15/08/2031,114.00564,USD
BBG001MKS4Z1,US04650NAB01,"04650NAB0",B4WPQV3,T40A,US,AT&T INC 5.35% NTS 01/09/2040 USD,96.80125,USD
BBG001Z68XM0,US29379VAV53,"29379VAV5",B56MMZ3,EPD42,US,ENTERPRISE PRODS OPER LLC DISC 5.7% GTD SNR 15/02/2042 USD,101.27863,USD
BBG0000DPYJ8,US032511AY39,"032511AY3",B1FGZM6,APC36,US,OCCIDENTAL PETROLEUM CORP 6.45% SNR 15/09/36,99.79502,USD
BBG0000YDNN4,US032511BG14,"032511BG1",B57KSG9,APC39,US,OCCIDENTAL PETROLEUM CORP 7.95% SNR 15/06/39,109.22678,USD
BBG0000F8P65,US125509BH19,"125509BH1",B1GVJC8,CI36,US,CIGNA HOLDING COMPANY 6.15% SNR 15/11/36,107.06968,USD
BBG0000660G1,US136375BD37,"136375BD3","2263566",CNI28,US,CANADIAN NATIONAL RAILWAYS CO 6.9% SNR 15/07/2028 USD,108.6859,USD
BBG00006SMB4,US13645RAD61,"13645RAD6","2812399",CP/31,US,CANADIAN PACIFIC RAILWAY COMPANY 7.125% DEB 15/10/31,114.946,USD
BBG00000K461,US149123BN09,"149123BN0",B1B8032,CAT36,US,CATERPILLAR INC 6.05% DEB 15/08/36,109.76059,USD
BBG0020581N7,US15189WAH34,"15189WAH3",B4PFJQ6,CNP/41,US,CENTERPOINT ENERGY RESOURCES CORP 5.85% SNR 15/01/2041 USD'B',103.18001,USD
BBG0000JXSP2,US156700AM80,"156700AM8",B4MDZS7,LUMN39,US,LUMEN TECHNOLOGIES INC 7.6% SNR 15/09/39 'P,79.78444,USD
BBG00005VJ83,US17248RAJ59,"17248RAJ5","2011549",T/31B,US,AT&T MOBILITY LLC 7.125% SNR 15/12/31,110.42374,USD
BBG00000RJH9,US172967DR95,"172967DR9",B1CDG16,C36,US,CITIGROUP INC 6.125% LT2 25/08/36,103.11617,USD
BBG00204PD55,US25468PCP99,"25468PCP9",B4PCG66,DIS41,US,WALT DISNEY COMPANY (THE) 4.375% SNR MTN 16/08/41 USD,88.61417,USD
BBG0000Q7X47,US25746UBD00,"25746UBD0",B39ZDT6,D38,US,DOMINION ENERGY INC 7% SNR 15/06/2038 'B,114.01213,USD
BBG0000PG8R9,US30161MAG87,"30161MAG8",B4LVKD2,EXC/39,US,CONSTELLATION ENERGY GENERATION LLC6.25% SNR 01/10/39,106.59292,USD
BBG00002PD35,US197677AG24,"197677AG2","2118332",HCA/25,US,HCA INC. 7.69% SNR 15/06/25,102.32019,USD
BBG000076MZ0,US28368EAD85,"28368EAD8","2788650",KMI/31A,US,KINDER MORGAN INC 7.8% SNR MTN 01/08/2031 USD,114.01333,USD
BBG00005SG74,US36186CBY84,"36186CBY8",B3LVPV8,ALLY31,US,ALLY FINANCIAL INC 8% SNR 01/11/2031 USD,114.7182,USD
BBG00000PKZ8,US912909AD03,"912909AD0",B1XKC30,X37,DE,UNITED STATES STEEL CORP 6.65% SNR 01/06/37,101.2542,USD
BBG00004CTQ5,US125509AZ26,"125509AZ2","2250267",CI27,US,CIGNA HOLDING COMPANY 7.875% DEB 15/05/2027 USD,109.13432,USD
BBG001KBN9Q7,US125509BQ18,"125509BQ1",B45TS27,CI41,US,CIGNA HOLDING COMPANY 5.875% SNR 15/03/41,98.66315,USD
BBG000075XX9,US31410HAQ48,"31410HAQ4","2544249",M29,US,MACY'S INC 6.9% DEB 01/04/2029,102.64262,USD
BBG000074RC6,US745867AM30,"745867AM3",B065VM7,PHM32,US,PULTE GROUP INC 7.875% GTD SNR 15/06/32 USD,116.59089,USD
BBG000060XN7,US88033GAV23,"88033GAV2","2842749",THC31,US,TENET HEALTHCARE CORP 6.875% SNR 15/11/31,104.90993,USD
BBG000032X98,US912920AK17,"912920AK1","2729013",CTL/25,US,QWEST CORPORATION 7.25% DEB 15/09/25,100.20495,USD
BBG0000BGYZ4,US025816AZ26,"025816AZ2",B2QHSH1,AXP38,US,AMERICAN EXPRESS CO 8.15% SNR 19/03/38,120.85375,USD
BBG00000KHC5,US460146CC54,"460146CC5",B39NZP0,IP38,US,INTERNATIONAL PAPER CO 8.7% SNR 15/06/2038,125.38351,USD
BBG000092845,US494550AW68,"494550AW6",B1Z54W6,KMP38,US,KINDER MORGAN ENERGY PARTNERS 6.95% SNR 15/01/38,111.20317,USD
BBG00000P1L5,US549463AE75,"549463AE7","2717911",ALU29,US,ALCATEL-LUCENT USA INC 6.45% DEB 15/03/29,98.40476,USD
BBG00008VZ36,US59018YTM39,"59018YTM3",BF4SKH1,BAC/34,US,BANK OF AMERICA CORPORATION 6.05% SNR MTN 01/06/34 USD,106.18774,USD
BBG00009H821,US690742AB73,"690742AB7",B1YY1F6,OC36,US,OWENS CORNING 7% GTD SNR 01/12/36,114.78507,USD
BBG000059G75,US723787AB37,"723787AB3","2141082",PXD28,US,PIONEER NATURAL RESOURCES CO 7.2% GTD SNR 15/01/2028 USD,108.94349,USD
BBG00003G1G5,US494550AL04,"494550AL0","2862952",KMP32,US,KINDER MORGAN ENERGY PARTNERS 7.75% SNR 15/03/32,113.64878,USD
BBG0000C4BM9,US534187AW96,"534187AW9",B288RV9,LNC37,US,LINCOLN NATIONAL CORP 6.3% SNR 09/10/2037,107.11402,USD
BBG001V773Q5,US539830AW96,"539830AW9",B3TZ8G8,LMT40,DE,LOCKHEED MARTIN CORP 5.72% SNR 01/06/2040 USD'B',104.759,USD
BBG001QVFBP2,US65473QAX16,"65473QAX1",B3N5358,NI/41,US,NISOURCE INC 5.95% SNR 15/06/41,102.79814,USD
BBG000077130,US902133AG25,"902133AG2",B39J116,TEL/37,US,TYCO ELECTRONICS GROUP S A 7.125% GTD SNR 01/10/37 USD,119.718,USD
BBG00002RQ43,US742718BH18,"742718BH1","2817554",PG26,US,PROCTER & GAMBLE CO 6.45% DEB 15/01/26,102.61625,USD
BBG0015C0JW8,US797440BM51,"797440BM5",B65CRM3,SRE/40,US,SAN DIEGO GAS & ELECTRIC CO 4.5% 1MTG 15/08/40,89.03041,USD
BBG000065296,US912912AQ52,"912912AQ5","2259587",CTL/28A,US,QWEST CAPITAL FUNDING INC 6.875% DEB 15/07/28,85.3941,USD
BBG00005G2K3,US961548AY02,"961548AY0","2721699",WRK31,US,WESTVACO CORP 7.95% DEB 15/02/31,115.83622,USD
BBG00002MX07,US962166AT16,"962166AT1","2590253",WY25,US,WEYERHAEUSER COMPANY 8.5% DEB 15/01/2025,100,USD
BBG0000FH2Y5,US037411AR61,"037411AR6",B1P8FN3,APA37,US,APA CORPORATION 6% SNR 15/01/2037,98.01243,USD
BBG00B086536,US790849AN38,"790849AN3",BYQSFL1,STJ25,US,ST.JUDE MEDICAL INC 3.875% SNR 15/09/25,98.92755,USD
BBG00006K9F7,US079860AK82,"079860AK8",B03YYR3,T/34A,US,BELLSOUTH CORP 6% SNR 15/11/2034,103.43667,USD
BBG001J2LN44,US91324PBQ46,"91324PBQ4",B45YNS3,UNH41,US,UNITEDHEALTH GROUP INC 5.95% SNR 15/02/41,104.36715,USD
BBG0000H8K53,US219023AC21,"219023AC2",B67VG21,INGR37,US,INGREDION INC 6.625% SNR 15/04/37,112.49839,USD
BBG0000VJSX2,US29379VAQ68,"29379VAQ6",B4NSDP4,EPD40,US,ENTERPRISE PRODS OPER LLC DISC 6.45% GTD SNR 01/09/40 USD,109.94,USD
BBG0000XV8D0,US406216AY74,"406216AY7",B63S808,HAL39,US,HALLIBURTON CO 7.45% SNR 15/09/39,117.54622,USD
BBG0000CCZ38,US68389XAE58,"68389XAE5",B2QR213,ORCL38,US,ORACLE CORP 6.5% SNR 15/04/2038,110.06306,USD
BBG000054V95,US156686AM96,"156686AM9","2148005",CTL/28,US,LUMEN TECHNOLOGIES INC 6.875% DEB 15/01/28,96.1711,USD
BBG0000JJCH2,US532716AN75,"532716AN7",B23CFM3,LB37,US,BATH & BODY WORKS INC 7.6% SNR 15/07/2037,103.19531,USD
BBG00008CXN0,US404119AJ84,"404119AJ8",B039TZ1,HCA33,US,HCA INC. 7.5% SNR 06/11/2033,114.44833,USD
BBG00006DQF7,US26439RAK23,"26439RAK2","2849289",SE/32,US,SPECTRA ENERGY CAPITAL LLC 6.75% SNR 15/02/32,104.47016,USD
BBG00008GKL6,US927804FG41,"927804FG4",B3FD1W3,D/38,US,VIRGINIA ELECTRIC & POWER CO 8.875% SNR 15/11/38,134.64604,USD
BBG0000JHXP9,US817565BT00,"817565BT0",B23Y110,SCI27,US,SERVICE CORPORATION INTERNATIONAL 7.5% SNR 01/04/2027,106.82513,USD
BBG00007NY94,US001957BD05,"001957BD0",B0BFSH6,T31,US,AT&T CORP 8% SNR 15/11/2031,120.30264,USD
BBG004RKFNW5,US61760LEG68,"61760LEG6",BD24XJ0,MS25A,US,MORGAN STANLEY 4.5% SNR MTN 05/07/25 USD'F,100.86064,USD
BBG0000LFPV6,US292505AG96,"292505AG9",B29R1C4,OVV38,US,OVINTIV INC 6.5% SNR 01/02/2038,103.98061,USD
BBG000014528,US538021AC00,"538021AC0","2920173",NOC/26,US,LITTON INDUSTRIES INC 7.75% DEB 15/03/26,102.57295,USD
BBG0021VN811,US539830AZ28,"539830AZ2",B5N2B26,LMT41,US,LOCKHEED MARTIN CORP 4.85% SNR 15/09/41,96.19514,USD
BBG0000JWCS5,US744448BZ35,"744448BZ3",B23YNB4,XEL/37,US,PUBLIC SERVICE CO OF COLORADO 6.25% 1MTG 01/09/37,107.99023,USD
BBG0000WQMX5,US893526DJ90,"893526DJ9",B5SKD29,TRP/40,US,TRANSCANADA PIPELINES LTD 6.1% SNR 01/06/2040,104.34887,USD
BBG0000RNM69,US89352HAE99,"89352HAE9",B3CHMW5,TRP38,US,TRANSCANADA PIPELINES LTD 7.25% SNR 15/08/38,113.66597,USD
BBG0000J8S07,US91324PBE16,"91324PBE1",B2PPW63,UNH37A,US,UNITEDHEALTH GROUP INC 6.625% SNR 15/11/37,114.64757,USD
BBG0000BH8D4,US92344GAX43,"92344GAX4",B0KSRL3,VZ/35,US,VERIZON COMMUNICATIONS 5.85% SNR 15/09/35,103.92125,USD
BBG00003BWP2,US92929QAQ01,"92929QAQ0","2639402",WM/26,US,WASTE MANAGEMENT INC 7.1% SNR 01/08/2026,104.39872,USD
BBG0000GGM89,US92976GAG64,"92976GAG6",B1PB082,WFC/37,US,WELLS FARGO BANK NATL ASSOCIATION 5.85% SUB MTN 01/02/37 USD,104.33443,USD
BBG0017VL2Y6,US713448BS62,"713448BS6",B58NF99,PEP40A,US,PEPSICO INC 4.875% SNR 01/11/40,97.50063,USD
BBG00004JHS2,US842400FA61,"842400FA6",B0BXDD1,EIX/35,US,SOUTHERN CALIFORNIA EDISON CO 5.35% 1MTG 15/07/35,98.48515,USD
BBG0015GH5M2,US842400FQ14,"842400FQ1",B469DS7,EIX/40,US,SOUTHERN CALIFORNIA EDISON CO 4.5% 1MTG 01/09/2040 USD,85.42122,USD
BBG0000MCBD8,US845437BL54,"845437BL5",B618D27,AEP/40,US,SOUTHWESTERN ELECTRIC POWER COMPANY6.2% SNR 15/03/40 'H,105.68013,USD
BBG0000PWR26,US86722TAB89,"86722TAB8",B39RFF2,SU39,US,SUNCOR ENERGY INC 6.85% SNR 01/06/39,112.1039,USD
BBG00005S8Q1,US887315BM03,"887315BM0","2250245",TWX28,US,WARNER MEDIA LLC 6.95% DEB 15/01/28,104.40824,USD
BBG00001D7J6,US887317AD78,"887317AD7",B1GZC54,TWX36,US,WARNER MEDIA LLC 6.5% DEB 15/11/2036,96.95471,USD
BBG0000B39M7,US89352HAD17,"89352HAD1",B287YY8,TRP37,US,TRANSCANADA PIPELINES LTD 6.2% SNR 15/10/2037,106.0701,USD
BBG00004WP27,US144141CY20,"144141CY2",B2Q8KS9,DUK/38D,US,DUKE ENERGY PROGRESS LLC 6.3% 1MTG 01/04/38,110.77426,USD
BBG000066H92,US202795HK91,"202795HK9",B104W46,EXC/36,US,COMMONWEALTH EDISON 5.9% 1MTG 15/03/36,105.17253,USD
BBG0000DTZ92,US26442CAH79,"26442CAH7",B432721,DUK/40,US,DUKE ENERGY CAROLINAS LLC 5.3% 1MTG 15/02/2040 USD,99.53851,USD
BBG0000M9484,US341081FC68,"341081FC6",B4WT7C3,NEE/40,US,FLORIDA POWER & LIGHT COMPANY 5.69% 1MTG 01/03/2040 USD,103.8107,USD
BBG0015HV7D0,US373334JS15,"373334JS1",B5YFYT2,SO/40B,US,GEORGIA POWER CO 4.75% SNR 01/09/40,92.32265,USD
BBG00001YFF9,US0010EPAF55,"0010EPAF5",B3BQ074,AEP/33C,US,AEP TEXAS CENTRAL COMPANY 6.65% SNR 15/02/33,107.22412,USD
BBG0000377L6,US00184AAG04,"00184AAG0","7337961",TWX/32,US,WARNER MEDIA LLC 7.7% DEB 01/05/2032,109.74444,USD
BBG00006KZ41,US208251AE82,"208251AE8",B2PJ1B3,COP/29A,US,CONOCOPHILLIPS 6.95% SNR 15/04/29,111.99905,USD
BBG00000R295,US33738KAA34,"33738KAA3",B7T9BM5,WFC/36A,US,WELLS FARGO BANK NATL ASSOCIATION 6.18% SUB MTN 15/02/36 USD,102.24769,USD
BBG001YR5YR1,US06849RAG74,"06849RAG7",B4TYCN7,ABX/41,US,BARRICK NORTH AMERICA FINANCE LLC 5.7% GTD SNR 30/05/2041 USD,100.98902,USD
BBG000058BT3,US079857AH17,"079857AH1","2556147",T/30,US,BELLSOUTH CORP 7.875% DEB 15/02/30,110.47902,USD
BBG00009LPY3,US136385AG66,"136385AG6",B04SDS8,CNQ35,US,CANADIAN NATURAL RESOURCES LTD 5.85% SNR 01/02/35,101.51625,USD
BBG0000F7HX4,US743674AY91,"743674AY9",B4V6J74,PL39,US,PROTECTIVE LIFE CORP 8.45% SNR 15/10/39,128.37036,USD
BBG0000HZF36,US209111EU37,"209111EU3",B2QQX95,ED38,US,CONSOLIDATED EDISON CO(N.Y) 6.75% DEB 01/04/38,115.96406,USD
BBG000066B04,US210518CP90,"210518CP9",B0GRBD4,CMS/35,US,CONSUMERS ENERGY COMPANY 5.8% 1MTG 15/09/35,104.12357,USD
BBG0026ZLMF3,US38141ET588,"38141ET58",BLNP3Y3,GS25F,US,GOLDMAN SACHS GROUP INC 5.25% SNR MTN 15/11/25 USD,100.42809,USD
BBG001P8FP64,US38141E2A64,"38141E2A6",B637GZ6,GS25,US,GOLDMAN SACHS GROUP INC 5% SNR MTN 15/05/2025 USD'D,100.23785,USD
BBG0000WQLQ5,US370334BJ28,"370334BJ2",B5W45L0,GIS40,US,GENERAL MILLS INC 5.4% SNR 15/06/2040,99.59409,USD
BBG0014GHLY5,US665772CG22,"665772CG2",B4XZRC0,XEL/40,US,NORTHERN STATES POWER CO 4.85% 1MTG 15/08/2040 USD,93.79069,USD
BBG0000V9RL8,US677347CF16,"677347CF1",B3F3YS0,FE/38,US,OHIO EDISON CO 8.25% 1MTG 15/10/38,130.26936,USD
BBG001Q9MW59,US678858BM25,"678858BM2",B4NCR09,OGE/41,US,OKLAHOMA GAS & ELECTRIC CO 5.25% SNR 15/05/2041 USD,98.70993,USD
BBG0000B8VV3,US682680AN39,"682680AN3",B0BP4K1,OKE35,US,ONEOK INC 6% SNR 15/06/2035,104.70867,USD
BBG001937TR1,US28370TAD19,"28370TAD1",B3V36S8,KMI/40,US,KINDER MORGAN ENERGY PARTNERS 7.5% GTD SNR 15/11/2040 USD,117.7428,USD
BBG00006GB30,US743263AE50,"743263AE5","2747822",DUK/31,US,PROGRESS ENERGY INC 7.75% SNR 01/03/31,114.31125,USD
BBG0000KZ0S5,US74456QAU04,"74456QAU0",B44V8K2,PEG/39,US,PUBLIC SERVICE ELECTRIC & GAS CO 5.375% SNR SEC 01/11/39 USD,102.79515,USD
BBG0000GXGC8,US759509AB87,"759509AB8",B1VYDG4,RS36,US,RELIANCE INC 6.85% GTD SNR 15/11/36 USD,112.68623,USD
BBG000087KZ1,US816851AP42,"816851AP4",B4T9B57,SRE39,US,SEMPRA 6% SNR 15/10/2039,103.46567,USD
BBG0000JMHP8,US842400FP31,"842400FP3",B65ZDS0,EIX/40A,US,SOUTHERN CALIFORNIA EDISON CO 5.5% 1MTG 15/03/2040 USD,94.78667,USD
BBG00191V787,US842434CJ99,"842434CJ9",B67TMY9,SRE/40B,US,SOUTHERN CALIFORNIA GAS CO 5.125% 1MTG 15/11/40 USD'MM,96.98971,USD
BBG0022LZCM7,US843646AH38,"843646AH3",B6ST6C4,SO/41B,US,SOUTHERN POWER COMPANIES 5.15% SNR 15/09/2041 USD,93.78872,USD
BBG00005H419,US844030AC01,"844030AC0","2508427",ETE29,US,SOUTHERN UNION CO 8.25% SNR 15/11/29,113.10238,USD
BBG001Y9W530,US86765BAK52,"86765BAK5",B6QFF83,SXL42,US,ENERGY TRANSFER LP 6.1% GTD SNR 15/02/2042 USD,100.30949,USD
BBG0000XXTJ6,US871829AN71,"871829AN7",B65HH39,SYY39,US,SYSCO CORP 6.625% SNR 17/03/39,108.8253,USD
BBG00008ZC15,US959802AH24,"959802AH2",B1QWTS7,WU36,US,WESTERN UNION COMPANY (THE) 6.2% SNR 17/11/2036,103.8956,USD
BBG0000Q8WZ4,US98956PAB85,"98956PAB8",B43RSL2,ZBH39,US,ZIMMER BIOMET HOLDINGS INC 5.75% SNR 30/11/39,103.75671,USD
BBG000044QK6,US880451AS80,"880451AS8","2689667",KMI/27A,US,TENNESSEE GAS PIPELINE CO 7% DEB 15/03/2027,104.07278,USD
BBG0000C7JN8,US906548CH30,"906548CH3",B650DS5,AEE/39,US,UNION ELECTRIC COMPANY 8.45% SNR SEC 15/03/39 USD,127.64058,USD
BBG00000CCB6,US907818CF33,"907818CF3","2381781",UNP29,US,UNION PACIFIC CORP 6.625% DEB 01/02/29,109.08854,USD
BBG0000PB509,US913017BP39,"913017BP3",B2RJSL0,RTX38,US,RTX CORPORATION 6.125% SNR 15/07/38,107.79578,USD
BBG00005P223,US91913YAE05,"91913YAE0","2369408",VLO32,US,VALERO ENERGY CORP 7.5% SNR 15/04/2032,116.41333,USD
BBG00006NCF7,US577778BH56,"577778BH5","2293831",M/28,US,MACY'S RETAIL HLDGS INC 6.7% DEB 15/09/2028 USD,95.24194,USD
BBG00005NKX1,US743862AA26,"743862AA2","2294191",UNM28A,US,UNUM GROUP 7.25% SNR 15/03/2028 USD,105.92125,USD
BBG00002S7Z0,US00440FAA21,"00440FAA2","2582294",ACE/30,US,ACE CAPITAL TRUST II 9.7% GTD SUB 01/04/2030 USD,123.56562,USD
BBG00003YZ52,US008916AC28,"008916AC2",B3KSKV5,NTR27,US,AGRIUM INC 7.8% DEB 01/02/2027,103.75795,USD
BBG0000XPG76,US010392FB98,"010392FB9",B4QV918,SO/39A,US,ALABAMA POWER CO 6% SNR 01/03/2039 USD'2009A,106.36487,USD
BBG00005H9G2,US013716AU93,"013716AU9","2213970",RIO/33,US,RIO TINTO ALCAN INC 6.125% SNR 15/12/2033 USD,107.90243,USD
BBG00007MYY7,US020039DC48,"020039DC4","2963543",VZ/32B,US,ALLTEL CORP 7.875% SNR 01/07/32,116.1207,USD
BBG0000F2XC7,US059165EC09,"059165EC0",B23WTP4,EXC/36B,US,BALTIMORE GAS & ELECTRIC CO 6.35% SNR 01/10/36,111.34968,USD
BBG000037N59,US903192AA01,"903192AA0",B03FFC8,UNM28,US,UNUM GROUP 6.75% SNR 15/12/28,108.86909,USD
BBG0000WV0Z5,US209111FA63,"209111FA6",B5M23K9,ED/40,US,CONSOLIDATED EDISON CO(N.Y) 5.7% DEB 15/06/2040 USD,102.97063,USD
BBG00005G223,US25179SAD27,"25179SAD2","2864925",DVN/31,US,DEVON FINANCING CORP ULC 7.875% GTD SNR 30/09/31 USD,117.92546,USD
BBG00191Y1G8,US74432QBQ73,"74432QBQ7",B6913K6,PRU40A,US,PRUDENTIAL FINANCIAL INC 6.2% SNR MTN 15/11/40 USD'D,106.58056,USD
BBG00002FGY5,US285659AF53,"285659AF5","2508063",HPQ/29,US,PERATON ENTERPRISE SOLUTIONS LLC 7.45% SNR 15/10/29,110.17217,USD
BBG0000JWWT0,US292505AE49,"292505AE4",B23Y0M4,OVV37,US,OVINTIV INC 6.625% SNR 15/08/37,104.57577,USD
BBG0000PKDP5,US42809HAC16,"42809HAC1",B55GWZ6,HES40,US,HESS CORPORATION 6% SNR 15/01/2040,106.93606,USD
